上海,七宝,QBA,qibao,上海七宝站,"121.349276,31.155163"
上海,上海,SHA,shanghai,上海上海站,"121.453106,31.249507"
上海,上海南,SHN,shanghainan,上海上海南站,"121.431604,31.151970"
上海,上海虹桥,SHQ,shanghaihongqiao,上海上海虹桥站,"121.320854,31.194105"
上海,上海西,SHX,shanghaixi,上海上海西站,"121.402810,31.262314"
上海,亭林,TLI,tinglin,上海亭林站,"121.358303,30.894459"
上海,南翔北,NXB,nanxiangbei,上海南翔北站,"121.309428,31.281616"
上海,南翔北所,NXS,nanxiangbeisuo,上海南翔北所站,"121.323162,31.296012"
上海,叶榭,YXI,yexie,上海叶榭站,"121.329315,30.939852"
上海,四团,STU,situan,上海四团站,"121.724535,30.940378"
上海,太和北,THB,taihebei,上海太和北站,"121.388921,31.342385"
上海,安亭北,ATB,antingbei,上海安亭北站,"121.158500,31.314513"
上海,封浜,FBA,fengbang,上海封浜站,"121.289192,31.256512"
上海,山阳,SYA,shanyang,上海山阳站,"121.359250,30.718601"
上海,新桥,XQI,xinqiao,上海新桥站,"121.320013,31.061707"
上海,春申,CSH,chunshen,上海春申站,"121.354130,31.079523"
上海,松江,SJI,songjiang,上海松江站,"121.233636,31.063106"
上海,松江南,SJN,songjiangnan,上海松江南站,"121.229715,30.983859"
上海,枫泾,FJI,fengjing,上海枫泾站,"121.028950,30.892576"
上海,海湾,HWA,haiwan,上海海湾站,"121.548120,30.861858"
上海,漕泾,CJI,caojing,上海漕泾站,"121.405518,30.797411"
上海,芦潮港,LCG,luchaogang,上海芦潮港站,"121.852953,30.868584"
上海,车墩,CDU,chedun,上海车墩站,"121.320368,31.005235"
上海,金山北,JSB,jinshanbei,上海金山北站,"121.089345,30.893528"
上海,金山卫,JSW,jinshanwei,上海金山卫站,"121.361981,30.728644"
上海,金山卫东,JSD,jinshanweidong,上海金山卫东站,"121.334351,30.729751"
上海,金山卫西,JSX,jinshanweixi,上海金山卫西站,"121.341970,30.741991"
上海,金山园区,JSQ,jinshanyuanqu,上海金山园区站,"121.368087,30.830276"
